Flows,Throughput,Throughput CPU,RR,RR CPU
1,45.42931020934452,32.69489198806978,45663.19,1.02
2,41.182302328924024,58.06701344777445,44850.875,1.175
4,24.7260932681627,33.88156879248952,44904.9075,1.1875
8,12.343693182003072,19.64858057520711,41526.371250000004,0.98125
16,6.188168439675174,9.8948235170597,37336.891875,0.988125
32,3.093015080729588,7.272978102574327,24549.392499999998,0.729375
