Flows,Throughput,Throughput CPU,RR,RR CPU
1,1.71565154428851,38.81651445975645,2056.71,12.45
2,0.8161881226662183,42.24850345365833,2593.0150000000003,9.8925
4,0.4345478036853711,25.904220716047632,1994.8600000000001,6.873125
8,0.22022316924530333,13.233740150427453,1332.96625,4.0853125
16,0.1132698829060798,6.977158539850956,894.9475,2.3834765625
32,0.06327133273935324,3.93780343188666,437.899375,1.1736328125
