Flows,Throughput,Throughput CPU,RR,RR CPU
1,4.36024999286675,15.665667590898973,24207.11,1.19
2,4.415981347170587,16.565429245308025,22780.82,1.2025000000000001
4,3.8928240575497646,15.405662075430627,22015.7225,1.0656249999999998
8,3.4194059577069305,14.041107862184038,21049.57625,1.085
16,4.243698244405897,21.196673402199153,17271.78,0.9637109375
32,2.371184778469666,14.359147293820095,15209.618125,0.917392578125
