Flows,Throughput,Throughput CPU,RR,RR CPU
1,35.53366702262465,76.8292437443052,26102.91,1.46
2,29.99076070526103,67.63918799376756,25313.434999999998,1.165
4,23.49968011054428,62.511873019791594,24620.6675,1.08
8,12.274473770000233,31.098298169502474,22664.55125,1.0375
16,6.1516031745884145,21.006772762335245,21439.794375,1.0446875
32,3.0853490893266824,14.666679539915794,15616.6540625,0.888935546875
