Flows,Throughput,Throughput CPU,RR,RR CPU
1,5.647339890908261,20.828776351112175,26691.42,1.2
2,5.76471954059245,23.228022076012802,26101.42,1.155
4,5.197256812826618,23.682567369435972,25045.205,1.1175
8,4.930719780409394,21.836643908862605,23516.32125,1.04875
16,3.7137955610848064,17.435555056537762,20719.82375,0.9815234375
32,2.376829436772304,14.72320883829891,16854.2771875,0.887666015625
