Flows,Throughput,Throughput CPU,RR,RR CPU
1,36.5441363885985,78.7494900312781,24016.9,1.27
2,29.33733904653416,70.2650377129525,23139.184999999998,1.11
4,23.892240582118795,60.48914155232067,21501.09,1.09
8,12.246862655275507,31.163564202613543,20624.81375,0.97
16,6.14918339003281,19.898230983103915,18774.910625,0.9950390625
32,3.087110099116347,16.55256040269075,14325.775625,0.878623046875
