Flows,Throughput,Throughput CPU,RR,RR CPU
1,8.433818086148582,51.59839081455139,14710.97,1.2
2,6.638290596864373,42.777837683070395,16095.419999999998,1.265
4,6.004107232580585,39.48218359191283,15540.6025,0.95
8,3.7754643966104737,27.48275961361912,10950.54125,0.6525
16,3.3083941793281078,27.037023555544803,9700.865,0.659375
32,2.319109468193795,22.676120578449527,8497.029375,0.66017578125
