Flows,Throughput,Throughput CPU,RR,RR CPU
1,33.96491089600519,21.24780021779423,46424.07,1.06
2,27.845654551664886,34.57387974895999,47517.1,0.995
4,17.65815865618667,24.64523746777702,45722.6125,1.02
8,10.761416110502127,15.657566686770638,38139.2625,0.815
16,5.050140041639821,9.538166227212978,37239.871875,0.857734375
32,2.389585344045796,5.025740175140299,19951.450937499998,0.542177734375
