Flows,Throughput,Throughput CPU,RR,RR CPU
1,7.527589982064546,65.5348966693479,14756.36,1.24
2,6.5598688827607905,57.62628490028614,14434.470000000001,1.155
4,6.138773713077873,57.34833014218921,14014.057499999999,1.12
8,5.573026734230966,54.825032145965466,12909.88375,1.1
16,4.791085584555859,53.256489265128785,11349.303125,1.009296875
32,2.836828506796455,46.41204190102449,9277.8128125,0.945947265625
