Flows,Throughput,Throughput CPU,RR,RR CPU
1,0.974673341300191,54.801320183547816,1346.9,11.62
2,0.25318520654349197,63.71486305060026,2092.195,11.495000000000001
4,0.19871944477195658,18.87482347555786,1686.3525,7.265
8,0.09444133758110784,11.48118247451072,1039.85375,3.99984375
16,0.030877931937607312,3.3374213233792367,721.223125,2.6298828125
32,0.015439905655476167,1.926615917379815,374.303125,1.31572265625
