Flows,Throughput,Throughput CPU,RR,RR CPU
1,21.6894726180952,68.92870073486218,11136.45,0.89
2,19.073191678693938,62.02150819588552,11355.855,0.815
4,17.55174695131939,60.97441447305972,11087.26,0.7925
8,12.280983064743928,47.151205447425845,11359.64125,0.845
16,6.138963556635719,29.964883951333185,11156.7725,0.9175
32,3.0767440115910185,23.05580541197461,9839.320625,0.912451171875
