Flows,Throughput,Throughput CPU,RR,RR CPU
1,23.883186868216672,90.6247187550624,14120.51,1.27
2,23.406632674957386,81.37906127220697,15278.105,1.28
4,17.60956628330206,70.58609237428745,18507.2425,1.205
8,12.281413794105571,48.48076943755431,18364.82375,1.09
16,6.1404009283865175,34.28336254061758,15394.07875,1.02
32,3.07695794256842,23.9881924936236,12133.2278125,0.956865234375
