FLOWS,TCP Throughput,TCP Throughput CPU,TCP RR,TCP RR CPU
1,1.679229611294855,43.820343816103964,887.38,31.78
2,0.8542563985398327,47.28453342386309,494.08,18.9225
4,0.42195794476179643,25.99528312982553,251.855,10.953125
8,0.2166313500499928,14.105653366914414,123.52374999999999,5.4953125
16,0.12725014187229935,8.161682614633996,65.251875,2.9920703125
32,0.06799253504458276,4.419003053661018,33.925937499999996,1.5462597656250001
