Flows,Throughput,Throughput CPU,RR,RR CPU
1,9.920394158462782,57.14648973817316,32762.34,1.11
2,4.467931065730794,27.76502576062775,32802.135,1.125
4,3.208502682855465,23.466869896030833,32411.465,1.105
8,1.6330525184846743,12.331564473417183,30304.03375,1.03125
16,0.8777448386818394,6.1962671497259345,27463.726875,1.0164453125000001
32,0.4366017996702058,3.0962450368357968,21837.791875,0.918701171875
