Flows,Throughput,Throughput CPU,RR,RR CPU
1,7.10298933433174,44.433238831179985,16056.67,0.91
2,6.878339472789987,44.13766497066446,15992.494999999999,0.8625
4,6.729113680613497,43.45928271285988,16298.4725,0.8075
8,6.14415054026192,42.32408662789197,15707.727499999999,0.795
16,5.523296290655823,39.819096127048695,15508.317500000001,0.833125
32,2.7615739093578644,25.34348603924591,14279.8109375,0.8867968749999999
